 
0.1 0.0284
0.11 0.0327
0.12 0.0387
0.13 0.0457
0.14 0.0531
0.15 0.0607
0.16 0.0685
0.17 0.0764
0.18 0.0843
0.19 0.0922
0.2 0.1
0.21 0.108
0.22 0.116
0.23 0.124
0.24 0.132
0.25 0.14
0.26 0.148
0.27 0.156
0.28 0.163
0.29 0.171
0.3 0.179
0.31 0.186
0.32 0.194
0.33 0.201
0.34 0.208
0.35 0.215
0.36 0.222
0.37 0.229
0.38 0.235
0.39 0.242
0.4 0.248
0.41 0.254
0.42 0.26
0.43 0.265
0.44 0.271
0.45 0.276
0.46 0.281
0.47 0.286
0.48 0.291
0.49 0.296
0.5 0.301
