    
-1 0.717 0.665 0.726 1.09
-0.99 0.719 0.677 0.727 1.1
-0.98 0.609 0.728 0.738 1.1
-0.97 0.874 0.754 0.745 1.11
-0.96 0.757 0.782 0.755 1.11
-0.95 0.665 0.73 0.762 1.12
-0.94 0.704 0.793 0.78 1.13
-0.93 0.728 0.763 0.803 1.13
-0.92 0.79 0.839 0.82 1.14
-0.91 0.962 0.836 0.827 1.14
-0.9 0.655 0.832 0.849 1.15
-0.89 0.92 0.895 0.876 1.16
-0.88 0.951 0.914 0.893 1.16
-0.87 0.805 0.861 0.905 1.17
-0.86 0.824 0.923 0.923 1.17
-0.85 1.06 0.976 0.939 1.18
-0.84 0.996 0.951 0.96 1.19
-0.83 0.89 0.969 0.97 1.19
-0.82 0.998 0.981 0.986 1.2
-0.81 1.03 0.996 1.01 1.2
-0.8 1.06 1.03 1.02 1.21
-0.79 1.06 1.02 1.04 1.21
-0.78 0.974 1.03 1.05 1.22
-0.77 1.16 1.12 1.07 1.22
-0.76 1.15 1.04 1.09 1.23
-0.75 1.12 1.13 1.1 1.23
-0.74 1.12 1.13 1.12 1.24
-0.73 1.24 1.16 1.14 1.24
-0.72 1.04 1.12 1.15 1.24
-0.71 1.31 1.2 1.17 1.25
-0.7 1.19 1.16 1.18 1.25
-0.69 1.16 1.18 1.19 1.26
-0.68 1.23 1.21 1.2 1.26
-0.67 1.14 1.25 1.22 1.27
-0.66 1.29 1.22 1.23 1.27
-0.65 1.29 1.25 1.24 1.27
-0.64 1.19 1.24 1.25 1.28
-0.63 1.3 1.27 1.27 1.28
-0.62 1.24 1.26 1.28 1.29
-0.61 1.28 1.32 1.29 1.29
-0.6 1.32 1.27 1.3 1.3
-0.59 1.41 1.33 1.31 1.3
-0.58 1.28 1.32 1.33 1.3
-0.57 1.36 1.34 1.34 1.31
-0.56 1.36 1.36 1.36 1.31
-0.55 1.32 1.34 1.37 1.32
-0.54 1.27 1.36 1.38 1.32
-0.53 1.37 1.42 1.39 1.32
-0.52 1.38 1.45 1.4 1.33
-0.51 1.4 1.41 1.4 1.33
-0.5 1.36 1.39 1.42 1.33
-0.49 1.52 1.44 1.42 1.34
-0.48 1.47 1.46 1.43 1.35
-0.47 1.34 1.42 1.44 1.36
-0.46 1.35 1.41 1.45 1.37
-0.45 1.45 1.46 1.47 1.38
-0.44 1.6 1.49 1.48 1.39
-0.43 1.53 1.51 1.49 1.4
-0.42 1.51 1.49 1.49 1.41
-0.41 1.51 1.59 1.5 1.41
-0.4 1.58 1.52 1.5 1.42
-0.39 1.45 1.49 1.52 1.43
-0.38 1.72 1.5 1.52 1.43
-0.37 1.48 1.5 1.52 1.44
-0.36 1.57 1.49 1.52 1.45
-0.35 1.53 1.53 1.52 1.46
-0.34 1.49 1.54 1.53 1.46
-0.33 1.39 1.52 1.54 1.47
-0.32 1.43 1.56 1.54 1.47
-0.31 1.5 1.55 1.55 1.48
-0.3 1.42 1.54 1.56 1.49
-0.29 1.6 1.6 1.57 1.49
-0.28 1.55 1.59 1.58 1.5
-0.27 1.5 1.57 1.58 1.5
-0.26 1.58 1.58 1.59 1.51
-0.25 1.67 1.65 1.6 1.52
-0.24 1.68 1.63 1.6 1.52
-0.23 1.56 1.6 1.6 1.52
