   
10 3 4.16 1.98
11 3 4.02 1.75
12 3 4 1.96
13 3 4.68 1.86
14 3 4.41 1.92
15 3 4.4 1.92
16 3 3.94 2.13
17 3 4.77 1.63
18 3 3.75 1.57
19 3 4.4 1.53
20 3 4.47 1.09
21 3 5.58 1.57
22 3 5.16 1.84
23 3 4.83 1.24
24 3 4.6 1.13
25 3 5 0.929
26 3 4.49 0.979
27 3 4.58 1.11
28 3 4.5 0.922
29 3 4.57 0.95
30 3 4.7 1.06
31 3 4.38 1.06
32 3 4.38 1.21
33 3 4.25 1.17
34 3 4.34 1.28
35 3 4.06 1.15
36 3 4.1 0.935
37 3 4.12 0.94
38 3 3.99 0.904
39 3 4.26 0.822
40 3 4.28 1.16
41 3 3.57 1.08
42 3 3.68 1.03
43 3 3.71 1.03
44 3 3.17 1.02
45 3 3.16 1.28
46 3 3.19 1.31
47 3 3.48 1.43
48 3 3.47 1.11
49 3 3.51 1.13
50 3 3.5 1.14
51 3 3.49 1.14
52 3 3.47 1.12
53 3 3.48 1.1
54 3 3.44 1.1
55 3 3.34 1.09
56 3 3.33 1.07
57 3 3.38 1.09
58 3 3.51 1.13
59 3 3.53 1.06
60 3 3.53 1.06
61 3 3.57 1.07
62 3 3.5 1
63 3 3.52 1
64 3 3.51 0.978
65 3 3.42 0.983
66 3 3.4 1.01
67 3 3.33 1.02
68 3 3.21 0.98
69 3 3.3 0.972
70 3 3.32 0.953
71 3 3.33 0.887
72 3 3.4 0.909
73 3 3.36 0.925
74 3 3.39 0.961
75 3 3.38 0.958
76 3 3.27 0.852
77 3 3.31 0.788
78 3 3.36 0.808
79 3 3.29 0.817
80 3 3.29 0.826
81 3 3.41 0.862
82 3 3.03 0.907
83 3 3.01 0.969
84 3 2.98 0.947
85 3 2.97 0.947
86 3 2.96 0.95
87 3 2.96 0.952
88 3 3.02 0.969
89 3 2.91 1.02
90 3 2.78 1.04
91 3 2.8 1.01
92 3 2.77 1.02
93 3 2.84 1.02
94 3 2.82 1.03
95 3 2.85 1.06
96 3 2.87 1.06
97 3 2.82 1.1
98 3 2.77 1.03
99 3 2.76 1.03
100 3 2.76 1.05
101 3 2.76 1.05
102 3 2.76 1.06
103 3 2.76 1.06
104 3 2.86 1.12
105 3 2.79 1.16
106 3 2.81 1.26
107 3 2.82 1.29
108 3 2.86 1.29
109 3 2.88 1.29
110 3 2.88 1.27
111 3 2.88 1.27
112 3 2.87 1.23
113 3 2.89 1.24
114 3 2.85 1.28
115 3 2.86 1.27
116 3 2.86 1.27
117 3 2.76 1.23
118 3 2.76 1.23
119 3 2.76 1.24
120 3 2.77 1.25
121 3 2.82 1.25
122 3 2.73 1.24
123 3 2.76 1.24
124 3 2.72 1.25
125 3 2.72 1.12
126 3 2.72 1.12
127 3 2.74 1.13
128 3 2.73 1.13
129 3 2.7 1.11
130 3 2.73 1.11
131 3 2.73 1.11
132 3 2.59 1.04
133 3 2.62 1
134 3 2.56 0.939
135 3 2.63 0.926
136 3 2.59 0.928
137 3 2.59 0.913
138 3 2.58 0.912
139 3 2.57 0.917
140 3 2.57 0.928
141 3 2.58 0.934
142 3 2.58 0.937
143 3 2.57 0.923
144 3 2.58 0.923
145 3 2.58 0.916
146 3 2.56 0.911
147 3 2.54 0.884
148 3 2.53 0.885
149 3 2.54 0.911
150 3 2.55 0.906
151 3 2.55 0.906
152 3 2.54 0.908
153 3 2.59 0.935
154 3 2.59 0.945
155 3 2.52 0.923
156 3 2.49 0.937
157 3 2.51 1
158 3 2.48 1
159 3 2.47 1
160 3 2.46 1.08
161 3 2.46 1.08
162 3 2.47 1.08
163 3 2.47 1.07
164 3 2.48 1.07
165 3 2.43 1.09
166 3 2.39 1.08
167 3 2.36 1.11
168 3 2.32 1.13
169 3 2.3 1.16
170 3 2.29 1.16
171 3 2.32 1.17
172 3 2.32 1.14
173 3 2.35 1.16
174 3 2.41 1.13
175 3 2.46 1.12
176 3 2.46 1.12
177 3 2.4 1.09
178 3 2.38 1.09
179 3 2.37 1.15
180 3 2.37 1.15
181 3 2.41 1.17
182 3 2.44 1.15
183 3 2.43 1.14
184 3 2.42 1.15
185 3 2.42 1.16
186 3 2.41 1.15
187 3 2.41 1.15
188 3 2.41 1.15
189 3 2.38 1.16
190 3 2.38 1.14
191 3 2.36 1.13
192 3 2.35 1.14
193 3 2.34 1.14
194 3 2.34 1.14
195 3 2.35 1.11
196 3 2.34 1.1
197 3 2.35 1.11
198 3 2.35 1.11
199 3 2.36 1.11
200 3 2.35 1.12
201 3 2.35 1.11
202 3 2.32 1.08
203 3 2.27 1.08
204 3 2.28 1.08
205 3 2.25 1.07
206 3 2.23 1.07
207 3 2.25 1.07
208 3 2.24 1.03
209 3 2.24 1.03
210 3 2.25 1.02
211 3 2.25 1.03
212 3 2.25 1.03
213 3 2.27 1.02
214 3 2.27 1.03
