    
1 16.5 0 0 0
2 15.3 -1.22 0 0
3 17.2 -9.38 -3.8 0
4 15.1 -12.9 18.2 11.4
5 9.41 -3.64 8.82 -7.95
6 8 -0.636 2.05 0.558
7 6.28 -2.63 1.87 -4.19
8 5.95 -3.26 1.53 -4.1
9 6.07 -2.68 2.92 -3.44
10 5.13 -1.98 3.27 -1.99
11 5.17 -2.1 3.37 -1.89
12 4.86 -1.79 2.79 -1.2
13 3.42 -0.21 1.79 -0.141
14 3.78 -0.0437 1.45 0.00155
15 3.9 -0.409 1.28 0.275
16 3.78 -0.257 0.962 0.196
17 3.44 -0.00473 0.779 0.681
18 3.9 0.637 0.166 0.852
19 3.31 1.58 1.38 -0.252
20 3.55 1.67 1.12 -0.54
21 3.45 1.82 1.15 -0.702
22 3.71 2.12 0.478 -0.615
23 3.61 2.09 0.39 -0.475
24 3.22 2.56 0.496 -0.369
25 3.47 1.88 1.27 -0.106
26 3.61 2.04 0.636 0.677
27 3.63 2.04 0.646 0.54
28 3.47 1.94 0.573 0.52
29 3.34 1.8 0.446 0.41
30 3.51 1.86 0.57 0.559
31 3.47 1.96 0.585 0.642
32 3.67 1.76 0.872 0.772
33 3.5 1.86 0.759 0.863
34 3.46 1.82 0.772 0.835
35 3.36 1.92 0.826 0.794
36 3.54 1.67 1.08 0.936
37 3.61 1.38 1.57 0.448
38 3.72 1.42 1.52 0.581
39 3.89 1.18 1.51 0.682
40 3.86 1.12 1.6 0.681
41 3.88 1.15 1.65 0.619
42 3.62 1.31 1.8 0.853
43 3.48 1.59 1.65 0.678
44 3.52 1.64 1.54 0.746
45 3.67 1.69 1.63 0.569
46 3.77 1.94 1.78 0.708
47 3.84 1.97 1.9 0.793
48 4.02 2.04 1.96 0.967
49 4.01 2 1.95 0.95
50 4.27 2.01 2.18 1.03
51 4.22 2.18 2.17 1.19
52 4.32 2.15 2.26 1.2
53 4.35 1.96 2.33 1.03
54 4.34 1.96 2.34 1.03
55 4.23 2.05 2.36 0.846
56 4.23 2.04 2.38 0.847
57 4.25 2.04 2.29 0.947
58 4.42 2.01 2.32 1.05
59 4.43 1.83 2.36 1
60 4.46 1.84 2.2 1.04
61 4.57 1.8 2.21 1.21
62 4.52 1.84 2.18 1.22
63 4.46 1.79 2.21 1.19
64 4.53 1.87 2.29 1.14
65 4.53 1.8 2.19 1.06
66 4.51 1.8 2.21 1.1
67 4.52 1.8 2.21 1.1
68 4.46 1.85 2.16 1.11
69 4.4 1.89 2.12 1.15
70 4.37 1.73 2.21 1.05
71 4.37 1.73 2.22 1.04
72 4.38 1.73 2.22 1.02
73 4.53 1.84 2.19 0.995
74 4.55 1.87 2.22 0.99
75 4.52 1.9 2.25 1.02
76 4.54 1.93 2.24 0.994
77 4.59 2.02 2.34 0.934
78 4.63 2.05 2.4 0.991
79 4.55 2.14 2.44 1.13
80 4.5 2.25 2.34 1.06
81 4.43 2.23 2.4 0.995
82 4.43 2.23 2.4 0.993
83 4.58 2.19 2.5 1.02
84 4.46 2.36 2.44 1.12
85 4.47 2.4 2.4 1.13
86 4.46 2.41 2.45 1.07
87 4.59 2.41 2.5 1.19
88 4.61 2.36 2.5 1.17
89 4.62 2.37 2.48 1.17
90 4.61 2.36 2.43 1.26
91 4.58 2.36 2.43 1.24
92 4.51 2.29 2.42 1.22
93 4.55 2.34 2.47 1.23
94 4.56 2.32 2.45 1.2
95 4.56 2.27 2.51 1.28
96 4.48 2.29 2.58 1.18
97 4.37 2.36 2.56 1.13
98 4.35 2.34 2.57 1.13
99 4.35 2.33 2.56 1.13
100 4.35 2.3 2.52 1.09
101 4.41 2.3 2.5 1.04
102 4.37 2.21 2.49 1.08
103 4.33 2.25 2.59 1.08
104 4.38 2.3 2.54 0.943
105 4.33 2.33 2.56 0.909
106 4.27 2.27 2.59 0.928
107 4.3 2.36 2.68 0.881
108 4.35 2.32 2.59 0.798
109 4.33 2.31 2.59 0.813
110 4.35 2.29 2.58 0.821
111 4.35 2.34 2.53 0.8
112 4.42 2.33 2.59 0.736
113 4.5 2.24 2.6 0.675
114 4.51 2.19 2.65 0.677
115 4.5 2.21 2.61 0.714
116 4.51 2.19 2.62 0.693
117 4.54 2.16 2.64 0.687
118 4.54 2.17 2.63 0.695
119 4.53 2.17 2.59 0.739
120 4.59 2.14 2.58 0.685
121 4.59 2.14 2.58 0.685
122 4.65 2.11 2.52 0.716
123 4.67 2.17 2.48 0.65
124 4.64 2.16 2.45 0.66
125 4.65 2.12 2.44 0.629
126 4.65 2.14 2.4 0.612
127 4.68 2.13 2.39 0.642
128 4.61 2.07 2.4 0.661
129 4.61 2.07 2.4 0.661
130 4.67 2.06 2.34 0.61
131 4.68 1.99 2.35 0.668
132 4.73 1.99 2.3 0.682
133 4.69 1.94 2.31 0.719
134 4.73 1.88 2.25 0.73
135 4.69 1.92 2.17 0.658
136 4.71 1.93 2.14 0.713
137 4.65 1.95 2.14 0.65
138 4.62 2.01 2.11 0.643
139 4.62 1.99 2.15 0.628
140 4.6 1.98 2.16 0.594
141 4.55 1.96 2.15 0.6
142 4.56 1.94 2.14 0.599
143 4.59 1.92 2.19 0.625
144 4.66 1.95 2.17 0.695
145 4.62 1.99 2.18 0.678
146 4.62 2 2.17 0.677
147 4.62 1.99 2.2 0.647
148 4.61 1.98 2.21 0.613
149 4.58 1.96 2.19 0.617
150 4.56 1.97 2.2 0.622
151 4.55 1.96 2.2 0.624
152 4.54 1.98 2.21 0.617
153 4.49 2.02 2.14 0.584
154 4.46 2.06 2.1 0.648
155 4.51 2.02 2.13 0.617
156 4.57 2.13 2.08 0.695
157 4.57 2.16 2.13 0.663
158 4.53 2.16 2.1 0.611
159 4.54 2.18 2.09 0.644
160 4.48 2.19 2.05 0.649
161 4.5 2.15 2.05 0.621
162 4.54 2.16 2.02 0.629
163 4.52 2.23 2.04 0.585
164 4.53 2.23 2.04 0.583
165 4.58 2.18 2.03 0.642
166 4.58 2.15 2.07 0.647
167 4.6 2.15 2.05 0.683
168 4.5 2.18 2.03 0.621
169 4.48 2.21 2.01 0.624
170 4.5 2.24 1.98 0.651
171 4.51 2.27 2.04 0.592
172 4.5 2.28 2.05 0.61
173 4.5 2.3 2.05 0.59
174 4.5 2.3 1.99 0.598
175 4.41 2.3 1.98 0.648
176 4.39 2.28 1.98 0.642
177 4.48 2.34 2.07 0.666
178 4.48 2.33 2.06 0.653
179 4.48 2.32 2.04 0.635
180 4.41 2.33 2.01 0.567
181 4.41 2.4 2 0.604
182 4.43 2.41 1.95 0.619
183 4.44 2.42 1.95 0.598
184 4.46 2.41 1.92 0.596
185 4.46 2.41 1.92 0.597
186 4.47 2.41 1.93 0.594
187 4.48 2.41 1.93 0.602
188 4.52 2.45 1.95 0.613
189 4.5 2.39 1.89 0.574
190 4.51 2.39 1.89 0.58
191 4.55 2.34 1.9 0.53
192 4.51 2.3 1.94 0.525
193 4.52 2.32 1.96 0.504
194 4.52 2.3 1.93 0.471
195 4.52 2.29 1.94 0.511
196 4.52 2.29 1.95 0.51
197 4.53 2.36 1.95 0.528
198 4.53 2.35 1.9 0.526
199 4.52 2.36 1.89 0.474
200 4.49 2.35 1.9 0.464
201 4.45 2.37 1.9 0.457
202 4.45 2.36 1.9 0.457
203 4.49 2.33 1.95 0.437
204 4.49 2.31 1.97 0.406
205 4.47 2.31 1.95 0.42
206 4.5 2.35 1.95 0.477
207 4.48 2.37 1.98 0.479
208 4.51 2.35 2 0.505
209 4.5 2.33 2.01 0.492
210 4.53 2.35 2.05 0.477
211 4.56 2.38 2.07 0.51
212 4.58 2.4 2.09 0.531
213 4.53 2.43 2.13 0.569
214 4.52 2.47 2.11 0.538
215 4.52 2.47 2.13 0.528
216 4.49 2.46 2.13 0.557
217 4.5 2.45 2.13 0.557
218 4.5 2.46 2.12 0.556
219 4.48 2.47 2.08 0.578
220 4.49 2.5 2.08 0.61
221 4.5 2.49 2.04 0.621
222 4.45 2.5 2.03 0.582
223 4.42 2.45 2.04 0.562
224 4.41 2.49 2.09 0.546
225 4.46 2.48 2.13 0.597
226 4.42 2.45 2.13 0.565
227 4.42 2.45 2.13 0.565
228 4.42 2.45 2.15 0.58
229 4.41 2.46 2.16 0.558
230 4.43 2.46 2.15 0.556
231 4.44 2.47 2.15 0.553
232 4.44 2.47 2.14 0.552
233 4.42 2.47 2.13 0.527
234 4.45 2.49 2.12 0.544
235 4.45 2.54 2.15 0.532
236 4.46 2.54 2.18 0.547
237 4.46 2.54 2.18 0.543
238 4.41 2.52 2.18 0.544
239 4.43 2.55 2.19 0.543
240 4.43 2.54 2.19 0.541
241 4.42 2.5 2.16 0.496
242 4.45 2.5 2.18 0.514
243 4.41 2.55 2.18 0.553
244 4.42 2.6 2.12 0.554
245 4.48 2.59 2.08 0.611
246 4.49 2.61 2.07 0.596
247 4.49 2.6 2.06 0.599
248 4.49 2.62 2.09 0.642
249 4.48 2.62 2.08 0.626
250 4.45 2.6 2.08 0.603
251 4.44 2.6 2.09 0.603
252 4.44 2.61 2.07 0.59
253 4.45 2.6 2.08 0.564
254 4.45 2.59 2.09 0.551
255 4.45 2.58 2.1 0.548
256 4.49 2.59 2.11 0.528
257 4.48 2.58 2.1 0.527
258 4.45 2.55 2.07 0.522
259 4.46 2.52 2.04 0.487
260 4.46 2.52 2.04 0.489
261 4.44 2.54 2.03 0.519
262 4.45 2.56 2.02 0.524
263 4.49 2.58 2.05 0.502
264 4.48 2.59 2.05 0.508
265 4.45 2.59 2.11 0.545
266 4.47 2.6 2.11 0.519
267 4.46 2.63 2.13 0.518
268 4.45 2.62 2.15 0.532
269 4.45 2.62 2.14 0.538
270 4.45 2.62 2.14 0.538
271 4.45 2.62 2.15 0.526
272 4.46 2.63 2.14 0.522
273 4.49 2.59 2.14 0.527
274 4.48 2.6 2.12 0.523
275 4.48 2.6 2.14 0.509
276 4.48 2.59 2.12 0.526
277 4.45 2.6 2.12 0.505
278 4.44 2.61 2.11 0.507
279 4.46 2.62 2.1 0.513
280 4.44 2.64 2.1 0.484
281 4.43 2.63 2.14 0.492
282 4.44 2.62 2.13 0.509
283 4.44 2.62 2.13 0.509
284 4.48 2.64 2.12 0.522
285 4.44 2.6 2.09 0.539
286 4.4 2.65 2.13 0.567
287 4.41 2.67 2.1 0.535
288 4.37 2.66 2.06 0.576
289 4.38 2.64 2.05 0.558
290 4.34 2.65 2.01 0.535
291 4.35 2.69 2 0.58
292 4.35 2.69 2 0.579
293 4.35 2.68 2 0.587
294 4.35 2.68 1.97 0.596
295 4.35 2.68 1.97 0.605
296 4.35 2.67 1.97 0.606
297 4.32 2.68 1.99 0.611
298 4.31 2.68 1.99 0.608
299 4.31 2.64 2.03 0.598
300 4.31 2.64 2.03 0.598
301 4.29 2.66 2.03 0.581
302 4.29 2.67 2.02 0.583
303 4.25 2.65 2.06 0.546
304 4.26 2.63 2.06 0.565
305 4.24 2.62 2.08 0.574
306 4.23 2.63 2.09 0.56
307 4.2 2.62 2.12 0.575
308 4.2 2.62 2.12 0.575
309 4.19 2.61 2.11 0.57
310 4.17 2.64 2.11 0.595
311 4.17 2.64 2.11 0.595
312 4.16 2.66 2.09 0.625
313 4.15 2.65 2.1 0.607
314 4.17 2.65 2.11 0.594
315 4.15 2.68 2.11 0.606
316 4.15 2.71 2.09 0.604
317 4.16 2.71 2.1 0.597
318 4.13 2.69 2.09 0.568
319 4.09 2.71 2.1 0.577
320 4.09 2.71 2.1 0.576
321 4.09 2.72 2.09 0.583
322 4.1 2.72 2.1 0.579
323 4.11 2.74 2.1 0.606
324 4.13 2.75 2.11 0.606
325 4.14 2.75 2.11 0.603
326 4.14 2.77 2.09 0.586
327 4.14 2.77 2.07 0.603
328 4.13 2.77 2.07 0.615
329 4.15 2.79 2.08 0.614
330 4.14 2.79 2.07 0.611
331 4.15 2.81 2.09 0.64
332 4.14 2.81 2.07 0.623
333 4.12 2.81 2.06 0.597
334 4.08 2.83 2.07 0.602
335 4.05 2.88 2.03 0.597
336 4.04 2.89 2.01 0.613
337 4.03 2.89 2.03 0.595
338 4.02 2.89 2.03 0.592
339 4.03 2.89 2.04 0.594
340 4.01 2.86 2.06 0.556
341 4 2.87 2.06 0.553
342 4.01 2.86 2.07 0.558
343 4.02 2.88 2.06 0.582
344 4.02 2.88 2.07 0.579
345 4.02 2.89 2.07 0.588
346 4.02 2.88 2.07 0.576
347 4.01 2.89 2.07 0.58
348 4.02 2.88 2.07 0.583
349 4.03 2.89 2.07 0.586
350 4.01 2.88 2.06 0.59
351 4.03 2.91 2.08 0.612
352 4.04 2.89 2.06 0.595
353 4.06 2.87 2.07 0.624
354 4.06 2.88 2.07 0.626
355 4.05 2.86 2.09 0.605
356 4.06 2.86 2.1 0.594
357 4.07 2.88 2.1 0.603
358 4.08 2.86 2.09 0.595
359 4.07 2.85 2.1 0.605
360 4.07 2.85 2.1 0.61
361 4.06 2.85 2.09 0.598
362 4.07 2.85 2.09 0.597
363 4.09 2.88 2.07 0.6
364 4.09 2.87 2.07 0.603
365 4.09 2.87 2.06 0.597
366 4.09 2.87 2.06 0.597
367 4.1 2.86 2.07 0.595
368 4.1 2.84 2.09 0.578
369 4.1 2.84 2.09 0.577
370 4.1 2.85 2.09 0.589
371 4.09 2.85 2.09 0.59
372 4.1 2.86 2.09 0.586
373 4.09 2.86 2.08 0.586
374 4.1 2.84 2.07 0.565
375 4.1 2.82 2.1 0.578
376 4.09 2.83 2.1 0.589
377 4.09 2.84 2.09 0.597
378 4.08 2.83 2.11 0.594
379 4.07 2.82 2.1 0.618
380 4.07 2.83 2.1 0.62
381 4.07 2.82 2.1 0.619
382 4.06 2.84 2.12 0.633
383 4.09 2.84 2.09 0.605
384 4.1 2.82 2.09 0.63
385 4.09 2.82 2.07 0.628
386 4.1 2.84 2.07 0.661
387 4.1 2.82 2.05 0.663
388 4.12 2.83 2.06 0.678
389 4.12 2.82 2.06 0.675
390 4.12 2.83 2.06 0.674
391 4.12 2.81 2.04 0.697
392 4.13 2.81 2.03 0.68
393 4.15 2.8 2.03 0.691
394 4.15 2.82 2.02 0.693
395 4.14 2.82 2.02 0.696
396 4.12 2.79 2.01 0.674
397 4.11 2.8 2.02 0.674
398 4.11 2.8 2 0.654
399 4.1 2.81 2 0.67
400 4.1 2.81 2 0.67
401 4.09 2.8 2 0.667
402 4.11 2.82 2.01 0.658
403 4.09 2.83 2.02 0.662
404 4.11 2.81 2.04 0.678
405 4.14 2.78 2.06 0.663
406 4.14 2.81 2.04 0.685
407 4.15 2.81 2.02 0.698
408 4.16 2.81 2.02 0.687
409 4.15 2.83 2.03 0.683
410 4.15 2.83 2.03 0.683
411 4.15 2.82 2.03 0.68
412 4.14 2.83 2.04 0.677
413 4.13 2.82 2.06 0.689
414 4.12 2.81 2.05 0.7
415 4.12 2.81 2.05 0.7
416 4.13 2.81 2.06 0.711
417 4.14 2.8 2.05 0.705
418 4.14 2.8 2.06 0.707
419 4.14 2.8 2.06 0.706
420 4.12 2.8 2.03 0.734
421 4.14 2.79 2.04 0.715
422 4.12 2.81 2.01 0.721
423 4.12 2.79 2.04 0.7
424 4.14 2.79 2.02 0.718
425 4.15 2.76 2.02 0.741
426 4.18 2.77 1.98 0.744
427 4.2 2.79 1.99 0.716
428 4.2 2.8 2.01 0.721
429 4.21 2.81 2.03 0.752
430 4.22 2.81 2.03 0.756
431 4.2 2.82 2.03 0.758
432 4.21 2.82 2.03 0.757
433 4.23 2.83 2.05 0.742
434 4.23 2.82 2.05 0.732
435 4.22 2.82 2.04 0.728
436 4.19 2.84 2.03 0.753
437 4.19 2.86 2.02 0.755
438 4.17 2.85 2.05 0.733
439 4.17 2.85 2.05 0.733
440 4.19 2.84 2.06 0.738
441 4.19 2.83 2.06 0.734
442 4.2 2.84 2.07 0.728
443 4.2 2.85 2.08 0.737
444 4.2 2.85 2.08 0.735
445 4.2 2.85 2.08 0.735
446 4.18 2.84 2.1 0.739
447 4.19 2.85 2.1 0.723
448 4.19 2.85 2.11 0.728
449 4.18 2.85 2.11 0.73
450 4.18 2.86 2.12 0.728
451 4.18 2.85 2.13 0.731
452 4.18 2.85 2.13 0.73
453 4.17 2.84 2.13 0.732
454 4.19 2.85 2.14 0.729
455 4.19 2.85 2.14 0.729
456 4.2 2.83 2.17 0.734
457 4.2 2.83 2.17 0.735
458 4.2 2.83 2.17 0.735
459 4.2 2.83 2.16 0.735
460 4.21 2.83 2.17 0.729
461 4.2 2.84 2.17 0.743
462 4.18 2.83 2.18 0.743
463 4.16 2.85 2.19 0.737
464 4.15 2.87 2.17 0.733
465 4.17 2.88 2.15 0.749
466 4.16 2.89 2.16 0.739
467 4.16 2.88 2.18 0.754
468 4.16 2.88 2.17 0.775
469 4.16 2.88 2.17 0.781
470 4.15 2.87 2.17 0.782
471 4.17 2.89 2.18 0.787
472 4.17 2.89 2.19 0.79
473 4.16 2.89 2.2 0.802
474 4.16 2.89 2.2 0.801
475 4.16 2.86 2.2 0.808
476 4.16 2.86 2.21 0.807
477 4.17 2.85 2.21 0.794
478 4.17 2.85 2.21 0.794
479 4.17 2.85 2.2 0.805
480 4.18 2.85 2.2 0.803
481 4.17 2.86 2.2 0.804
482 4.17 2.87 2.2 0.804
483 4.17 2.86 2.21 0.79
484 4.17 2.86 2.21 0.794
485 4.15 2.89 2.21 0.793
486 4.15 2.9 2.2 0.794
487 4.15 2.92 2.22 0.771
488 4.13 2.92 2.2 0.75
489 4.15 2.91 2.21 0.73
490 4.16 2.89 2.22 0.728
491 4.16 2.89 2.23 0.72
492 4.17 2.9 2.22 0.743
493 4.18 2.9 2.21 0.748
494 4.19 2.89 2.21 0.759
495 4.18 2.87 2.23 0.756
496 4.18 2.88 2.24 0.74
497 4.19 2.88 2.25 0.745
