     
5 1 1.51 0.96 0.266 -0.0321
6 1 0.844 1.16 0.769 0.364
7 1 0.915 0.967 0.873 0.533
8 1 0.767 0.982 0.455 0.768
9 1 0.804 0.9 0.514 0.496
10 1 0.798 0.908 0.464 0.517
11 1 0.669 0.765 0.514 0.31
12 1 0.655 0.467 0.336 0.398
13 1 1.08 0.749 0.422 0.505
14 1 0.971 0.87 0.496 0.499
15 1 0.669 0.268 0.724 0.591
16 1 0.814 0.207 0.332 0.818
17 1 0.813 0.406 0.252 0.385
18 1 0.828 0.461 0.447 0.287
19 1 1.03 0.606 0.573 0.46
20 1 0.993 0.643 0.605 0.484
21 1 0.99 0.643 0.596 0.475
22 1 0.978 0.635 0.607 0.442
23 1 0.975 0.627 0.597 0.459
24 1 0.995 0.648 0.599 0.462
25 1 0.98 0.621 0.572 0.447
26 1 0.965 0.619 0.58 0.456
27 1 0.941 0.621 0.563 0.42
28 1 0.929 0.621 0.553 0.418
29 1 0.913 0.623 0.537 0.421
30 1 0.909 0.583 0.543 0.385
31 1 0.793 0.513 0.315 0.37
32 1 0.885 0.519 0.323 0.244
33 1 0.934 0.588 0.347 0.261
34 1 0.929 0.595 0.361 0.265
35 1 0.929 0.596 0.359 0.26
36 1 0.928 0.596 0.362 0.255
37 1 0.922 0.593 0.363 0.265
38 1 0.751 0.504 0.297 0.199
39 1 0.819 0.471 0.287 0.186
40 1 0.82 0.512 0.269 0.181
41 1 0.82 0.512 0.272 0.18
42 1 0.688 0.472 0.257 0.279
43 1 0.741 0.395 0.251 0.274
44 1 0.79 0.448 0.236 0.287
45 1 0.731 0.467 0.278 0.253
46 1 0.736 0.408 0.303 0.299
47 1 0.746 0.419 0.272 0.316
48 1 0.746 0.419 0.272 0.315
49 1 0.639 0.392 0.285 0.324
50 1 0.687 0.317 0.275 0.342
51 1 0.723 0.356 0.26 0.35
52 1 0.672 0.384 0.307 0.308
53 1 0.703 0.38 0.333 0.341
54 1 0.701 0.382 0.331 0.343
55 1 0.701 0.391 0.323 0.347
56 1 0.641 0.353 0.243 0.365
57 1 0.666 0.349 0.24 0.348
58 1 0.634 0.373 0.223 0.333
59 1 0.637 0.37 0.227 0.331
60 1 0.637 0.364 0.231 0.322
61 1 0.637 0.365 0.227 0.324
62 1 0.643 0.369 0.23 0.321
63 1 0.62 0.311 0.188 0.29
64 1 0.632 0.31 0.172 0.279
65 1 0.583 0.34 0.157 0.192
66 1 0.609 0.286 0.212 0.165
67 1 0.659 0.337 0.188 0.211
68 1 0.674 0.38 0.226 0.198
69 1 0.691 0.396 0.25 0.218
70 1 0.651 0.399 0.263 0.248
71 1 0.655 0.345 0.268 0.265
72 1 0.662 0.358 0.2 0.27
73 1 0.683 0.375 0.213 0.241
74 1 0.684 0.383 0.22 0.246
75 1 0.633 0.36 0.251 0.269
76 1 0.663 0.354 0.25 0.291
77 1 0.665 0.363 0.25 0.292
78 1 0.632 0.355 0.28 0.278
79 1 0.645 0.344 0.28 0.3
80 1 0.646 0.346 0.279 0.3
81 1 0.643 0.346 0.282 0.297
82 1 0.62 0.305 0.275 0.318
83 1 0.643 0.307 0.26 0.32
84 1 0.651 0.321 0.264 0.318
85 1 0.651 0.32 0.264 0.318
86 1 0.626 0.296 0.262 0.334
87 1 0.629 0.294 0.26 0.334
88 1 0.631 0.29 0.264 0.339
89 1 0.633 0.295 0.258 0.346
90 1 0.635 0.298 0.263 0.341
