     
5 1 -0.208 0.77 0.783 0.207
6 1 -0.279 0.813 0.496 0.293
7 1 -0.43 0.347 1.45 -0.812
8 1 -0.458 0.294 1.12 -0.465
9 1 0.245 -0.345 0.23 -1.15
10 1 0.515 -0.154 0.0216 -1.1
11 1 0.369 0.455 0.351 -1.02
12 1 0.363 0.445 0.336 -0.971
13 1 0.175 0.551 0.305 -0.548
14 1 0.363 0.261 0.516 -0.413
15 1 0.444 0.384 0.361 -0.221
16 1 0.45 0.472 0.502 -0.363
17 1 0.451 0.469 0.499 -0.354
18 1 0.446 0.477 0.5 -0.339
19 1 0.431 0.462 0.537 -0.324
20 1 0.344 0.369 0.437 -0.226
21 1 0.345 0.366 0.433 -0.224
22 1 0.341 0.395 0.423 -0.237
23 1 0.305 0.385 0.574 -0.31
24 1 0.297 0.376 0.564 -0.295
25 1 0.298 0.373 0.56 -0.293
26 1 0.246 0.404 0.455 -0.325
27 1 0.259 0.402 0.467 -0.337
28 1 0.235 0.417 0.448 -0.311
29 1 0.259 0.367 0.484 -0.325
30 1 0.278 0.411 0.209 -0.0674
31 1 0.291 0.416 0.217 -0.0783
32 1 0.285 0.481 0.242 -0.0523
33 1 0.279 0.477 0.246 -0.0501
34 1 0.295 0.432 0.225 -0.00423
35 1 0.322 0.467 0.195 -0.0213
36 1 0.308 0.469 0.2 -0.0327
37 1 0.38 0.427 0.252 0.00901
38 1 0.38 0.426 0.253 0.00851
39 1 0.38 0.426 0.252 0.00872
40 1 0.372 0.428 0.221 0.0245
41 1 0.388 0.431 0.23 0.000882
42 1 0.373 0.444 0.228 0.00787
43 1 0.376 0.391 0.324 -0.0106
44 1 0.372 0.388 0.319 -0.00857
45 1 0.392 0.348 0.302 -0.0384
46 1 0.391 0.348 0.302 -0.0384
47 1 0.379 0.394 0.366 -0.106
48 1 0.348 0.371 0.369 -0.0818
49 1 0.432 0.162 0.212 0.0118
50 1 0.569 0.297 0.0359 -0.0828
51 1 0.632 0.428 0.157 -0.192
52 1 0.656 0.494 0.287 -0.0628
53 1 0.665 0.502 0.296 -0.0503
54 1 0.629 0.518 0.317 -0.00899
55 1 0.632 0.518 0.319 -0.00711
56 1 0.606 0.524 0.306 0.00784
57 1 0.613 0.521 0.312 0.0056
58 1 0.613 0.52 0.312 0.0051
59 1 0.603 0.48 0.329 -0.0244
60 1 0.612 0.484 0.326 -0.0191
61 1 0.6 0.645 0.395 -0.115
62 1 0.554 0.606 0.401 -0.108
63 1 0.561 0.602 0.397 -0.105
64 1 0.551 0.645 0.368 -0.13
65 1 0.551 0.645 0.368 -0.13
66 1 0.551 0.642 0.365 -0.125
67 1 0.559 0.649 0.36 -0.135
68 1 0.555 0.652 0.362 -0.139
69 1 0.555 0.645 0.368 -0.137
70 1 0.555 0.645 0.368 -0.137
71 1 0.555 0.645 0.368 -0.137
72 1 0.555 0.644 0.368 -0.137
73 1 0.555 0.644 0.368 -0.137
74 1 0.554 0.643 0.368 -0.136
75 1 0.529 0.584 0.333 -0.126
76 1 0.585 0.517 0.246 -0.125
77 1 0.639 0.564 0.254 -0.136
78 1 0.655 0.597 0.278 -0.136
79 1 0.627 0.611 0.322 -0.104
80 1 0.618 0.57 0.337 -0.0503
81 1 0.644 0.595 0.185 -0.043
82 1 0.605 0.574 0.167 -0.0795
83 1 0.645 0.512 0.129 -0.127
84 1 0.645 0.512 0.129 -0.127
85 1 0.662 0.504 0.133 -0.151
86 1 0.652 0.536 0.106 -0.15
87 1 0.579 0.465 0.13 -0.183
88 1 0.599 0.456 0.12 -0.173
89 1 0.553 0.529 0.0627 -0.217
90 1 0.564 0.533 0.0726 -0.223
91 1 0.562 0.535 0.0726 -0.22
92 1 0.562 0.529 0.0776 -0.221
93 1 0.517 0.495 0.0178 -0.161
94 1 0.581 0.367 -0.000544 -0.289
95 1 0.663 0.445 -0.0246 -0.288
96 1 0.675 0.489 0.018 -0.297
97 1 0.629 0.484 0.136 -0.163
98 1 0.634 0.486 0.137 -0.16
99 1 0.633 0.487 0.137 -0.16
100 1 0.639 0.472 0.157 -0.158
110 1 0.596 0.407 0.0771 -0.154
