  
5 0.154 0.0802
6 0.162 0.0599
7 0.0755 0.0165
8 0.0784 0.0376
9 0.0753 0.049
10 0.0829 0.0437
11 0.0939 0.0915
12 0.0943 0.0897
13 0.0985 0.112
14 0.084 0.0846
15 0.071 0.0997
16 0.0612 0.0862
17 0.0671 0.0888
18 0.0733 0.102
19 0.0479 0.175
20 0.0735 0.177
21 0.0651 0.155
22 0.0653 0.146
23 0.07 0.134
24 0.0633 0.14
25 0.0653 0.139
26 0.0669 0.135
27 0.0659 0.14
28 0.0645 0.124
29 0.0616 0.13
30 0.0622 0.107
31 0.0615 0.155
32 0.062 0.16
33 0.064 0.16
34 0.0465 0.132
35 0.044 0.133
36 0.0394 0.0846
37 0.0368 0.0723
38 0.0392 0.0715
39 0.029 0.0463
40 0.0241 0.0284
41 0.0239 0.0276
42 0.0267 0.0413
43 0.0243 0.0416
44 0.0231 0.0386
45 0.0222 0.0344
46 0.0206 0.0282
47 0.0179 0.0277
48 0.016 0.034
49 0.018 0.0318
50 0.0182 0.0322
51 0.0199 0.021
52 0.0184 0.0202
53 0.0181 0.018
54 0.0214 0.027
55 0.0226 0.0309
56 0.0187 0.0268
57 0.0207 0.028
58 0.0212 0.0302
59 0.021 0.0247
60 0.017 0.0228
61 0.0191 0.0194
62 0.0169 0.0117
63 0.0168 0.0181
64 0.0175 0.0229
65 0.0176 0.0222
66 0.017 0.0241
67 0.017 0.0243
68 0.0169 0.0243
69 0.0172 0.0252
70 0.0166 0.0216
71 0.0158 0.0202
72 0.0131 0.0224
73 0.0144 0.0225
74 0.0141 0.0215
75 0.0138 0.0258
76 0.0134 0.027
77 0.0167 0.0291
78 0.017 0.0294
79 0.017 0.0292
80 0.0172 0.0298
81 0.018 0.0271
82 0.0232 0.0274
83 0.0224 0.0307
84 0.0245 0.0424
85 0.0234 0.0304
86 0.0256 0.0391
87 0.0266 0.0376
88 0.0261 0.0464
89 0.0254 0.0461
90 0.0253 0.0472
91 0.0246 0.0441
92 0.0251 0.0408
93 0.0265 0.0398
94 0.0248 0.0427
95 0.0241 0.0515
96 0.024 0.0413
97 0.0251 0.0368
98 0.0258 0.0393
99 0.0243 0.0471
100 0.0244 0.0436
110 0.0284 0.0504
120 0.0267 0.0489
130 0.0244 0.0269
140 0.0247 0.0167
150 0.0156 0.00775
160 0.0119 0.00662
170 0.00758 0.0111
180 0.00744 0.00758
190 0.00823 0.00621
200 0.0107 0.0139
210 0.00934 0.0193
220 0.011 0.0449
230 0.011 0.0347
240 0.0117 0.0394
250 0.0124 0.0372
260 0.012 0.0476
270 0.0118 0.0407
280 0.0114 0.0433
290 0.0132 0.0466
300 0.0127 0.0494
310 0.0145 0.0575
320 0.0149 0.0538
330 0.015 0.053
340 0.0153 0.0486
350 0.0158 0.0444
360 0.0145 0.0351
370 0.0141 0.0341
380 0.0141 0.0393
390 0.0159 0.0232
400 0.0169 0.0153
410 0.0165 0.0207
420 0.015 0.0161
430 0.0155 0.0144
440 0.0158 0.0133
450 0.0164 0.0194
460 0.0155 0.0196
470 0.0148 0.0125
480 0.0145 0.0273
490 0.0137 0.0277
500 0.0133 0.0322
510 0.0139 0.0337
520 0.0136 0.0377
530 0.0135 0.0395
540 0.0124 0.0444
550 0.0123 0.0518
560 0.0114 0.0456
570 0.0114 0.0491
580 0.0116 0.0511
590 0.0112 0.0602
600 0.0118 0.0532
610 0.0119 0.0581
620 0.0127 0.05
630 0.0123 0.0558
640 0.0122 0.0595
650 0.0112 0.0775
660 0.0101 0.0635
670 0.0102 0.065
680 0.0109 0.0686
690 0.0106 0.0551
700 0.0102 0.0568
710 0.00993 0.0636
720 0.0106 0.054
730 0.011 0.0517
740 0.0104 0.0507
750 0.0104 0.0445
760 0.00991 0.041
770 0.00968 0.0435
780 0.00954 0.0433
790 0.0095 0.0484
800 0.00957 0.0443
810 0.00964 0.0463
820 0.0103 0.0444
830 0.0102 0.0492
840 0.0101 0.042
850 0.0102 0.0376
860 0.0102 0.0356
870 0.0103 0.0454
880 0.01 0.0515
890 0.0104 0.0456
900 0.0102 0.045
910 0.0101 0.0452
920 0.00988 0.043
930 0.00989 0.0398
940 0.00917 0.0434
950 0.00926 0.0473
960 0.00974 0.0431
970 0.00911 0.0478
980 0.00896 0.0432
990 0.00899 0.0533
1e+03 0.00917 0.0517
1.1e+03 0.00873 0.0439
1.2e+03 0.00815 0.0473
1.3e+03 0.00908 0.036
1.4e+03 0.00787 0.0293
1.5e+03 0.00791 0.0056
1.6e+03 0.0077 0.017
1.7e+03 0.00768 0.023
1.8e+03 0.00658 0.0174
1.9e+03 0.0076 0.00711
2e+03 0.00671 0.00974
2.1e+03 0.00737 0.00935
2.2e+03 0.00771 0.0125
2.3e+03 0.00763 0.0251
2.4e+03 0.0071 0.0255
2.5e+03 0.00564 0.0166
2.6e+03 0.00549 0.0112
2.7e+03 0.00533 0.0117
2.8e+03 0.0057 0.00922
2.9e+03 0.0054 0.0146
3e+03 0.00486 0.0101
3.1e+03 0.00466 0.00438
3.2e+03 0.00456 0.00615
3.3e+03 0.00435 0.00673
3.4e+03 0.00446 0.00825
3.5e+03 0.00476 0.00835
3.6e+03 0.00472 0.00213
3.7e+03 0.00498 0.00495
3.8e+03 0.00508 0.00522
3.9e+03 0.00503 0.00507
4e+03 0.00498 0.0061
4.1e+03 0.005 0.00706
4.2e+03 0.00497 0.0108
4.3e+03 0.00522 0.0146
4.4e+03 0.00511 0.0077
4.5e+03 0.00521 0.00602
4.6e+03 0.00544 0.00724
4.7e+03 0.0058 0.00555
4.8e+03 0.00552 0.0116
4.9e+03 0.00577 0.0122
5e+03 0.00598 0.00796
5.1e+03 0.00631 0.00845
5.2e+03 0.00644 0.00789
5.3e+03 0.00626 0.0106
5.4e+03 0.00635 0.00781
5.5e+03 0.00635 0.00366
5.6e+03 0.0063 0.0046
5.7e+03 0.00645 0.00282
5.8e+03 0.00627 0.00297
5.9e+03 0.00624 0.0015
6e+03 0.00644 0.00162
6.1e+03 0.00657 0.00233
6.2e+03 0.00662 0.00234
6.3e+03 0.00652 0.00542
6.4e+03 0.00644 0.00559
6.5e+03 0.00633 0.00609
6.6e+03 0.00637 0.00435
6.7e+03 0.00619 0.00299
6.8e+03 0.00621 0.00275
6.9e+03 0.00638 0.00105
7e+03 0.00643 0.000939
7.1e+03 0.00634 0.00165
7.2e+03 0.00598 0.00311
7.3e+03 0.00604 0.00241
7.4e+03 0.00608 0.00139
7.5e+03 0.0059 0.00102
7.6e+03 0.0057 0.00169
7.7e+03 0.0055 0.00113
7.8e+03 0.00548 0.000831
7.9e+03 0.0055 0.000813
8e+03 0.00546 0.00274
8.1e+03 0.00556 0.00359
8.2e+03 0.00554 0.00435
8.3e+03 0.00562 0.00212
8.4e+03 0.00552 0.00171
8.5e+03 0.00566 0.00169
8.6e+03 0.00556 0.00166
8.7e+03 0.00589 0.00335
8.8e+03 0.00593 0.00248
8.9e+03 0.00613 0.00281
9e+03 0.00621 0.00177
9.1e+03 0.0062 0.00149
9.2e+03 0.0063 0.000646
9.3e+03 0.00621 0.00143
9.4e+03 0.00617 0.00171
9.5e+03 0.00619 0.00155
9.6e+03 0.0063 0.00124
9.7e+03 0.00619 0.0025
9.8e+03 0.0063 0.00316
9.9e+03 0.00623 0.00123
1e+04 0.00622 0.00194
1.1e+04 0.0063 0.00496
1.2e+04 0.00628 0.00338
1.3e+04 0.00602 0.00206
1.4e+04 0.00567 0.00132
1.5e+04 0.00592 0.00165
1.6e+04 0.00586 0.00251
1.7e+04 0.00569 0.00223
1.8e+04 0.00558 0.00153
1.9e+04 0.00579 0.00237
2e+04 0.00602 0.00263
2.1e+04 0.00599 0.00166
2.2e+04 0.00568 0.00278
2.3e+04 0.00545 0.00233
2.4e+04 0.00541 0.00214
2.5e+04 0.00557 0.00233
2.6e+04 0.00556 0.00208
2.7e+04 0.00588 0.00306
2.8e+04 0.00581 0.00256
2.9e+04 0.00579 0.00316
3e+04 0.00587 0.00128
3.1e+04 0.00593 0.00171
3.2e+04 0.00582 0.00327
3.3e+04 0.0059 0.00451
3.4e+04 0.00581 0.00499
3.5e+04 0.00581 0.0045
3.6e+04 0.00561 0.00536
3.7e+04 0.00563 0.00634
3.8e+04 0.00563 0.00738
3.9e+04 0.00558 0.0077
4e+04 0.00569 0.00842
4.1e+04 0.0058 0.00882
4.2e+04 0.00586 0.00923
4.3e+04 0.00587 0.00875
4.4e+04 0.00589 0.00995
4.5e+04 0.0058 0.00993
4.6e+04 0.00588 0.0102
4.7e+04 0.00581 0.00989
4.8e+04 0.00585 0.00844
4.9e+04 0.00595 0.00864
5e+04 0.00598 0.00759
5.1e+04 0.00593 0.00739
5.2e+04 0.006 0.00825
5.3e+04 0.00592 0.00834
5.4e+04 0.00594 0.00772
5.5e+04 0.00598 0.00699
5.6e+04 0.00596 0.0072
5.7e+04 0.00588 0.00721
5.8e+04 0.00586 0.00713
5.9e+04 0.00588 0.00687
6e+04 0.00579 0.00711
6.1e+04 0.00581 0.00734
6.2e+04 0.0059 0.00654
6.3e+04 0.00587 0.00608
6.4e+04 0.00581 0.00668
6.5e+04 0.00576 0.00607
6.6e+04 0.00579 0.00593
6.7e+04 0.00579 0.00618
6.8e+04 0.00579 0.00611
6.9e+04 0.00574 0.00683
7e+04 0.00575 0.00705
7.1e+04 0.00577 0.00674
7.2e+04 0.00573 0.00652
7.3e+04 0.00569 0.00681
7.4e+04 0.00569 0.00735
7.5e+04 0.00571 0.00804
7.6e+04 0.0057 0.00867
7.7e+04 0.00576 0.00817
7.8e+04 0.00573 0.00804
7.9e+04 0.00577 0.00667
8e+04 0.0058 0.00622
8.1e+04 0.00576 0.00584
8.2e+04 0.00577 0.00531
8.3e+04 0.00576 0.00538
8.4e+04 0.00574 0.00514
8.5e+04 0.00572 0.0054
8.6e+04 0.00575 0.00501
8.7e+04 0.0057 0.00474
8.8e+04 0.00574 0.00488
8.9e+04 0.00574 0.00473
9e+04 0.00571 0.00487
9.1e+04 0.00569 0.00492
9.2e+04 0.00571 0.00515
9.3e+04 0.00576 0.00543
9.4e+04 0.00573 0.00558
9.5e+04 0.00572 0.00608
9.6e+04 0.00574 0.00578
9.7e+04 0.00575 0.00581
9.8e+04 0.00573 0.005
9.9e+04 0.00574 0.00463
1e+05 0.00572 0.00473
1.1e+05 0.00583 0.00367
1.2e+05 0.00583 0.00321
1.3e+05 0.00598 0.00216
1.4e+05 0.0062 0.00159
1.5e+05 0.00626 0.00187
1.6e+05 0.00617 0.00177
1.7e+05 0.00615 0.000837
1.8e+05 0.00614 0.00166
1.9e+05 0.00621 0.00152
2e+05 0.00618 0.00137
2.1e+05 0.00614 0.000668
2.2e+05 0.00608 0.00104
2.3e+05 0.00611 0.00111
2.4e+05 0.00618 0.00122
2.5e+05 0.00619 0.000412
2.6e+05 0.00619 0.000422
