   
1 10.5 NaN NaN
2 NaN NaN NaN
3 10.5 30.7 68.7
4 7.86 10.4 9.22
5 7.97 5.24 9.5
6 6.92 3.43 2.24
7 5.22 2.72 1.63
8 5.13 2.48 1.53
9 5.05 2.56 1.71
10 4.88 2.75 1.7
11 4.87 2.74 1.71
12 4.87 2.74 1.71
13 4.87 2.75 1.7
14 4.72 2.43 1.23
15 4.26 4.19 3.55
16 7.3 4.27 5.08
17 7.99 4.85 4.96
18 7.97 4.81 4.94
19 8.02 4.88 5.07
20 8.05 5.31 5.44
21 9.04 5.31 6.39
22 9.05 5.32 6.38
23 8.96 5.36 6.42
24 8.93 5.29 6.46
25 8.95 5.24 6.28
26 9.12 5.25 6.17
27 9.22 5.42 6.12
28 9.19 5.45 6.18
29 9.69 5.92 5.5
30 8.97 3.29 3.88
31 8.73 3.28 3.82
32 8.68 3.09 3.83
33 8.68 3.09 3.83
34 8.69 3.04 3.81
35 8.7 3.04 3.81
36 8.74 3.05 3.81
37 8.74 3.05 3.81
38 8.74 3.05 3.81
39 8.74 3.05 3.81
40 8.73 3.09 3.8
41 8.74 3.09 3.8
42 8.57 3.26 3.85
43 8.38 2.82 4.31
44 8.38 2.82 4.31
45 8.38 2.8 4.32
46 8.38 2.76 4.4
47 8.26 2.76 4.48
48 8.54 2.98 4.45
49 8.55 2.99 4.46
50 8.55 2.99 4.46
51 8.55 2.99 4.46
52 8.55 2.98 4.45
53 8.48 3.01 4.23
54 8.41 2.02 4.43
55 7.34 2.05 3.87
56 6.81 1.28 3.9
57 6.81 1.28 3.9
58 6.8 1.3 3.89
59 6.8 1.3 3.89
60 6.8 1.31 3.89
61 6.8 1.31 3.89
62 6.8 1.31 3.89
63 6.77 1.32 3.92
64 6.79 1.19 3.98
65 6.81 1.18 4.01
66 6.76 1.26 4
67 6.75 1.25 4.02
68 6.77 1.23 4.01
69 6.77 1.33 3.89
70 6.64 1.35 4.05
71 6.25 1.9 3.96
72 6.14 1.99 3.81
73 6.07 1.95 3.86
74 5.97 1.76 3.71
75 5.97 1.59 3.33
76 5.78 1.6 3.63
77 6.51 1.03 3.78
78 5.9 1.74 3.13
79 5.6 2.18 2.56
80 5.44 2.87 1.53
81 5.85 2.96 1.38
82 5.85 2.96 1.38
83 5.85 2.96 1.38
84 5.85 2.96 1.38
85 5.85 2.96 1.38
86 5.85 2.96 1.38
87 5.85 2.96 1.39
88 5.1 2.85 0.927
89 4.93 1.78 0.882
90 5.06 1.74 0.455
91 4.88 1.75 0.462
92 4.86 1.73 0.464
93 4.86 1.73 0.464
94 4.86 1.73 0.464
95 4.86 1.73 0.464
96 4.86 1.73 0.464
97 4.87 1.73 0.473
98 4.01 1.12 0.823
99 4.02 1.11 0.821
100 4.02 1.12 0.82
110 4.61 2.27 2.06
120 4.33 2.89 2.03
130 5.26 2.84 1.62
140 5.31 2.69 1.74
150 4.88 2.43 1.23
160 4.7 2.36 1.32
170 4.59 2.33 1.29
180 4.61 2.24 1.35
190 4.1 2 1.02
200 4.24 2.28 1.2
210 4.3 2.6 1.68
220 4.23 2.65 1.69
230 4.33 2.78 1.65
240 3.93 2.63 1.59
