   
1 -2.73 NaN NaN
2 NaN NaN NaN
3 -2.73 -8.91 -46.4
4 -2.7 -7.78 6.7
5 -2.7 -7.16 0.203
6 -2.12 3.23 -2.87
7 -2.09 0.634 -4.66
8 -2.19 -0.875 -4.53
9 -0.458 0.604 -1.79
10 0.539 -0.154 -1.96
11 0.685 0.789 -1.96
12 0.641 0.819 -1.9
13 0.521 0.643 -1.97
14 0.52 0.647 -1.97
15 0.538 0.627 -1.94
16 0.742 0.603 -1.39
17 0.492 0.601 -1.55
18 0.0647 -0.115 -1.7
19 -0.00883 -0.238 -1.82
20 -0.00885 -0.238 -1.82
21 -0.00883 -0.238 -1.82
22 -0.00965 -0.239 -1.82
23 -0.02 -0.258 -1.84
24 -0.0265 -0.212 -1.8
25 -0.0114 -0.209 -1.84
26 0.261 0.0772 -1.59
27 0.35 0.5 -1.29
28 0.442 0.726 -0.972
29 0.373 0.974 -0.768
30 0.334 0.89 -0.64
31 0.321 1.03 -0.46
32 0.0856 1.02 -0.546
33 0.00682 0.699 -0.58
34 0.124 0.65 -0.725
35 0.24 0.727 -0.695
36 0.268 0.805 -0.643
37 0.281 0.813 -0.627
38 0.271 0.903 -0.589
39 0.346 0.896 -0.447
40 1.06 1.46 -0.624
41 1.07 1.45 -0.63
42 0.938 1.31 -0.526
43 0.947 1.29 -0.537
44 0.941 1.3 -0.542
45 0.905 1.24 -0.521
46 0.906 1.25 -0.515
47 1.04 1.31 -0.571
48 1.04 1.42 -0.514
49 1.02 1.41 -0.475
50 1.08 1.36 -0.494
51 1.08 1.36 -0.497
52 1.07 1.33 -0.477
53 1.08 1.33 -0.482
54 1.13 1.49 -0.462
55 1.13 1.49 -0.46
56 1.13 1.49 -0.459
57 1.13 1.49 -0.46
58 1.15 1.51 -0.432
59 1.14 1.51 -0.431
60 1.14 1.51 -0.43
61 1.15 1.51 -0.429
62 1.13 1.5 -0.415
63 1.13 1.5 -0.416
64 1.15 1.48 -0.389
65 1.11 1.46 -0.313
66 0.918 1.16 -0.579
67 0.627 1.08 -0.781
68 0.631 1.08 -0.781
69 0.632 1.08 -0.78
70 0.638 1.07 -0.775
71 0.639 1.07 -0.774
72 0.64 1.07 -0.771
73 0.594 1.07 -0.829
74 0.325 0.85 -0.882
75 0.251 0.787 -0.954
76 0.215 0.722 -1.03
77 0.208 0.748 -0.951
78 0.321 0.647 -0.85
79 0.598 0.629 -0.715
80 0.599 0.628 -0.715
81 0.624 0.621 -0.683
82 0.782 0.812 -0.753
83 0.779 0.814 -0.751
84 0.778 0.778 -0.727
85 0.749 0.77 -0.751
86 0.743 0.764 -0.754
87 0.741 0.763 -0.756
88 0.734 0.751 -0.775
89 0.776 0.745 -0.794
90 0.777 0.743 -0.794
91 0.777 0.74 -0.789
92 0.736 0.727 -0.826
93 0.726 0.718 -0.831
94 0.724 0.715 -0.834
95 0.712 0.702 -0.859
96 0.368 0.494 -1.17
97 0.336 0.478 -1.18
98 0.333 0.473 -1.19
99 0.332 0.472 -1.19
100 0.321 0.463 -1.2
110 0.27 0.365 -1.27
120 0.161 0.143 -1.35
130 -0.0851 0.346 -1.19
140 -0.0433 0.318 -1.17
150 -0.1 0.479 -1.05
160 1.03 0.904 -0.324
170 0.851 0.743 -0.418
180 1.22 1.12 -0.342
190 1.5 1.39 -0.196
200 1.79 1.58 0.0689
210 1.86 1.55 0.132
220 1.87 1.54 0.152
230 1.77 1.35 -0.0876
240 1.7 1.34 0.045
250 1.73 1.48 0.0482
260 1.68 1.4 0.0176
270 1.7 1.44 0.117
280 1.72 1.43 0.142
290 1.88 1.6 0.181
300 1.54 1.3 -0.29
310 1.45 1.22 -0.216
320 1.49 1.23 -0.16
330 1.5 1.22 -0.162
340 1.57 1.25 -0.209
350 1.73 1.38 -0.165
360 1.68 1.32 -0.224
370 1.66 1.29 -0.229
380 1.95 1.39 -0.0304
390 1.96 1.4 0.0337
400 1.94 1.38 0.0551
410 1.89 1.38 0.0529
420 2.02 1.5 0.158
430 2.36 1.68 0.425
440 2.37 1.71 0.453
450 2.15 1.53 0.361
460 2.18 1.52 0.398
470 2.14 1.5 0.401
480 2.12 1.53 0.486
490 2.11 1.53 0.499
500 2.06 1.48 0.48
510 2.16 1.53 0.519
520 2.24 1.59 0.567
530 2.16 1.53 0.553
540 2.19 1.55 0.561
550 2.18 1.54 0.56
560 2.23 1.57 0.555
570 2.35 1.64 0.542
580 2.43 1.67 0.559
590 2.42 1.61 0.574
600 2.41 1.57 0.504
610 2.44 1.59 0.544
620 2.49 1.65 0.564
630 2.5 1.66 0.572
640 2.54 1.65 0.569
650 2.5 1.65 0.559
660 2.46 1.61 0.538
670 2.44 1.57 0.536
680 2.47 1.6 0.6
690 2.48 1.55 0.626
700 2.53 1.59 0.667
710 2.51 1.58 0.654
720 2.47 1.53 0.62
730 2.48 1.54 0.634
740 2.53 1.56 0.645
750 2.56 1.59 0.651
760 2.57 1.63 0.715
770 2.51 1.62 0.67
780 2.54 1.61 0.652
790 2.59 1.66 0.666
800 2.58 1.66 0.666
810 2.58 1.65 0.678
820 2.58 1.64 0.695
830 2.42 1.55 0.636
840 2.44 1.56 0.644
850 2.46 1.6 0.692
860 2.6 1.69 0.707
870 2.6 1.73 0.716
880 2.68 1.79 0.775
890 2.7 1.83 0.82
900 2.67 1.81 0.797
910 2.59 1.76 0.78
920 2.51 1.75 0.725
930 2.63 1.84 0.794
940 2.62 1.88 0.819
950 2.63 1.88 0.821
960 2.71 1.92 0.816
970 2.75 1.96 0.881
980 2.62 1.87 0.838
990 2.62 1.86 0.828
1e+03 2.63 1.86 0.832
1.1e+03 2.43 1.68 0.728
1.2e+03 2.45 1.74 0.703
1.3e+03 2.54 1.8 0.826
1.4e+03 2.81 1.96 0.897
1.5e+03 2.92 2.07 0.927
1.6e+03 3.05 2.08 0.923
1.7e+03 2.99 2.09 0.924
1.8e+03 2.94 2.13 0.961
1.9e+03 2.93 2.13 0.965
2e+03 3.02 2.23 1.05
2.1e+03 3.03 2.22 1.02
2.2e+03 3.06 2.29 1.12
2.3e+03 2.9 2.16 1.02
2.4e+03 2.93 2.21 1.09
2.5e+03 2.87 2.18 1.04
