   
7.8e+04 3 2 0.99
7.9e+04 3 2 0.988
8e+04 2.99 1.99 0.987
8.1e+04 2.99 1.99 0.986
8.2e+04 3 1.99 0.987
8.3e+04 2.99 1.98 0.981
8.4e+04 2.99 1.99 0.983
8.5e+04 3 1.99 0.985
8.6e+04 2.99 1.99 0.982
8.7e+04 2.99 1.99 0.983
8.8e+04 2.99 1.98 0.979
8.9e+04 2.98 1.98 0.977
9e+04 2.98 1.98 0.976
9.1e+04 2.98 1.98 0.976
9.2e+04 2.98 1.98 0.975
9.3e+04 2.98 1.99 0.974
9.4e+04 2.99 1.99 0.977
9.5e+04 2.98 1.99 0.974
9.6e+04 2.98 1.98 0.972
9.7e+04 2.97 1.98 0.968
9.8e+04 2.97 1.98 0.97
9.9e+04 2.97 1.98 0.971
1e+05 2.98 1.98 0.971
